tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical,categori
2021-06-09,DKI1 (Bunderan HI),58,77,24,14,23,34,77,PM25,SEDANG
2021-06-20,DKI1 (Bunderan HI),75,109,33,25,21,44,109,PM25,TIDAK SEHAT
2021-06-21,DKI1 (Bunderan HI),52,64,24,16,18,31,64,PM25,SEDANG
2021-06-22,DKI1 (Bunderan HI),44,58,27,15,16,32,58,PM25,SEDANG
2021-06-08,DKI2 (Kelapa Gading),70,99,53,14,72,23,99,PM25,SEDANG
2021-06-20,DKI2 (Kelapa Gading),81,108,66,18,44,35,108,PM25,TIDAK SEHAT
2021-06-21,DKI2 (Kelapa Gading),62,75,55,14,44,28,75,PM25,SEDANG
2021-06-28,DKI2 (Kelapa Gading),65,93,53,16,61,28,93,PM25,SEDANG
2021-06-29,DKI2 (Kelapa Gading),75,102,52,12,51,18,102,PM25,TIDAK SEHAT
2021-06-30,DKI2 (Kelapa Gading),79,105,57,14,55,28,105,PM25,TIDAK SEHAT
2021-06-01,DKI3 (Jagakarsa),73,105,43,12,,22,105,PM25,TIDAK SEHAT
2021-06-15,DKI3 (Jagakarsa),73,114,52,9,24,21,114,PM25,TIDAK SEHAT
2021-06-16,DKI3 (Jagakarsa),63,89,51,10,21,17,89,PM25,SEDANG
2021-06-20,DKI3 (Jagakarsa),80,111,52,7,24,29,111,PM25,TIDAK SEHAT
2021-06-24,DKI3 (Jagakarsa),69,106,51,9,26,19,106,PM25,TIDAK SEHAT
2021-06-25,DKI3 (Jagakarsa),85,127,51,11,27,22,127,PM25,TIDAK SEHAT
2021-06-26,DKI3 (Jagakarsa),58,80,51,5,25,15,80,PM25,SEDANG
2021-06-27,DKI3 (Jagakarsa),72,110,50,9,29,15,110,PM25,TIDAK SEHAT
2021-06-01,DKI4 (Lubang Buaya),65,105,41,,36,30,105,PM25,TIDAK SEHAT
2021-06-02,DKI4 (Lubang Buaya),63,100,41,,36,21,100,PM25,SEDANG
2021-06-08,DKI4 (Lubang Buaya),62,103,44,,30,29,103,PM25,TIDAK SEHAT
2021-06-09,DKI4 (Lubang Buaya),68,108,43,,27,28,108,PM25,TIDAK SEHAT
2021-06-10,DKI4 (Lubang Buaya),68,108,37,9,32,28,108,PM25,TIDAK SEHAT
2021-06-11,DKI4 (Lubang Buaya),64,99,,9,35,26,99,PM25,SEDANG
2021-06-12,DKI4 (Lubang Buaya),55,93,27,13,30,24,93,PM25,SEDANG
2021-06-13,DKI4 (Lubang Buaya),49,80,36,12,32,23,80,PM25,SEDANG
2021-06-14,DKI4 (Lubang Buaya),63,103,35,13,28,21,103,PM25,TIDAK SEHAT
2021-06-15,DKI4 (Lubang Buaya),67,111,42,13,22,25,111,PM25,TIDAK SEHAT
2021-06-16,DKI4 (Lubang Buaya),62,88,35,20,19,22,88,PM25,SEDANG
2021-06-17,DKI4 (Lubang Buaya),64,102,35,28,20,28,102,PM25,TIDAK SEHAT
2021-06-18,DKI4 (Lubang Buaya),67,102,38,19,18,24,102,PM25,TIDAK SEHAT
2021-06-19,DKI4 (Lubang Buaya),56,102,31,19,15,31,102,PM25,TIDAK SEHAT
2021-06-20,DKI4 (Lubang Buaya),74,140,36,22,20,26,140,PM25,TIDAK SEHAT
2021-06-21,DKI4 (Lubang Buaya),51,90,29,14,19,21,90,PM25,SEDANG
2021-06-22,DKI4 (Lubang Buaya),47,84,33,16,21,22,84,PM25,SEDANG
2021-06-23,DKI4 (Lubang Buaya),58,107,38,14,23,25,107,PM25,TIDAK SEHAT
2021-06-24,DKI4 (Lubang Buaya),66,119,37,15,16,27,119,PM25,TIDAK SEHAT
2021-06-25,DKI4 (Lubang Buaya),82,147,39,18,20,24,147,PM25,TIDAK SEHAT
2021-06-26,DKI4 (Lubang Buaya),67,118,36,10,26,18,118,PM25,TIDAK SEHAT
2021-06-27,DKI4 (Lubang Buaya),72,134,34,18,29,22,134,PM25,TIDAK SEHAT
2021-06-28,DKI4 (Lubang Buaya),60,117,36,18,30,22,117,PM25,TIDAK SEHAT
2021-06-29,DKI4 (Lubang Buaya),65,124,34,13,27,21,124,PM25,TIDAK SEHAT
2021-06-30,DKI4 (Lubang Buaya),65,125,36,14,21,29,125,PM25,TIDAK SEHAT
2021-06-01,DKI5 (Kebon Jeruk) Jakarta Barat,57,98,27,12,26,22,98,PM25,SEDANG
2021-06-10,DKI5 (Kebon Jeruk) Jakarta Barat,61,108,24,18,22,34,108,PM25,TIDAK SEHAT
2021-06-11,DKI5 (Kebon Jeruk) Jakarta Barat,53,87,22,10,29,25,87,PM25,SEDANG
2021-06-18,DKI5 (Kebon Jeruk) Jakarta Barat,62,101,28,23,16,45,101,PM25,TIDAK SEHAT
2021-06-19,DKI5 (Kebon Jeruk) Jakarta Barat,53,83,34,19,11,45,83,PM25,SEDANG
2021-06-20,DKI5 (Kebon Jeruk) Jakarta Barat,74,123,47,26,20,58,123,PM25,TIDAK SEHAT
2021-06-21,DKI5 (Kebon Jeruk) Jakarta Barat,50,68,23,16,12,35,68,PM25,SEDANG
2021-06-22,DKI5 (Kebon Jeruk) Jakarta Barat,35,67,28,13,13,35,67,PM25,SEDANG
2021-06-23,DKI5 (Kebon Jeruk) Jakarta Barat,58,103,26,14,23,28,103,PM25,TIDAK SEHAT
2021-06-24,DKI5 (Kebon Jeruk) Jakarta Barat,64,107,39,19,17,52,107,PM25,TIDAK SEHAT
2021-06-25,DKI5 (Kebon Jeruk) Jakarta Barat,76,129,35,30,14,63,129,PM25,TIDAK SEHAT
2021-06-26,DKI5 (Kebon Jeruk) Jakarta Barat,45,70,39,8,16,22,70,PM25,SEDANG
2021-06-27,DKI5 (Kebon Jeruk) Jakarta Barat,68,120,28,22,17,41,120,PM25,TIDAK SEHAT
2021-06-28,DKI5 (Kebon Jeruk) Jakarta Barat,59,99,25,17,21,30,99,PM25,SEDANG
2021-06-29,DKI5 (Kebon Jeruk) Jakarta Barat,72,128,35,24,21,50,128,PM25,TIDAK SEHAT
2021-06-30,DKI5 (Kebon Jeruk) Jakarta Barat,64,106,28,16,14,33,106,PM25,TIDAK SEHAT
2021-07-04,DKI1 (Bunderan HI),68,102,27,11,27,22,102,PM25,TIDAK SEHAT
2021-07-05,DKI1 (Bunderan HI),71,106,28,12,34,25,106,PM25,TIDAK SEHAT
2021-07-06,DKI1 (Bunderan HI),56,74,26,9,29,29,74,PM25,SEDANG
2021-07-07,DKI1 (Bunderan HI),64,86,34,10,22,27,86,PM25,SEDANG
2021-07-08,DKI1 (Bunderan HI),68,94,32,10,26,26,94,PM25,SEDANG
2021-07-09,DKI1 (Bunderan HI),70,101,33,9,28,25,101,PM25,TIDAK SEHAT
2021-07-10,DKI1 (Bunderan HI),64,83,35,7,24,23,83,PM25,SEDANG
2021-07-24,DKI1 (Bunderan HI),53,79,26,13,21,34,79,PM25,SEDANG
2021-07-25,DKI1 (Bunderan HI),70,108,25,23,28,38,108,PM25,TIDAK SEHAT
2021-07-26,DKI1 (Bunderan HI),65,95,27,14,17,32,95,PM25,SEDANG
2021-07-27,DKI1 (Bunderan HI),61,91,29,10,23,28,91,PM25,SEDANG
2021-07-28,DKI1 (Bunderan HI),68,102,31,13,20,30,102,PM25,TIDAK SEHAT
2021-07-29,DKI1 (Bunderan HI),59,85,28,13,24,32,85,PM25,SEDANG
2021-07-30,DKI1 (Bunderan HI),73,105,29,12,39,35,105,PM25,TIDAK SEHAT
2021-07-31,DKI1 (Bunderan HI),54,72,26,7,27,24,72,PM25,SEDANG
2021-07-01,DKI2 (Kelapa Gading),64,81,53,12,48,28,81,PM25,SEDANG
2021-07-02,DKI2 (Kelapa Gading),68,81,56,14,40,27,81,PM25,SEDANG
2021-07-03,DKI2 (Kelapa Gading),72,100,54,11,44,23,100,PM25,SEDANG
2021-07-04,DKI2 (Kelapa Gading),94,129,51,15,50,23,129,PM25,TIDAK SEHAT
2021-07-05,DKI2 (Kelapa Gading),77,111,56,12,62,20,111,PM25,TIDAK SEHAT
2021-07-06,DKI2 (Kelapa Gading),64,79,51,10,55,17,79,PM25,SEDANG
2021-07-07,DKI2 (Kelapa Gading),84,108,54,11,51,23,108,PM25,TIDAK SEHAT
2021-07-08,DKI2 (Kelapa Gading),83,111,56,11,50,24,111,PM25,TIDAK SEHAT
2021-07-09,DKI2 (Kelapa Gading),92,120,59,11,56,26,120,PM25,TIDAK SEHAT
2021-07-10,DKI2 (Kelapa Gading),78,104,54,10,63,17,104,PM25,TIDAK SEHAT
2021-07-11,DKI2 (Kelapa Gading),,,54,10,54,13,54,SO2,SEDANG
2021-07-12,DKI2 (Kelapa Gading),64,,52,9,44,13,64,PM10,SEDANG
2021-07-13,DKI2 (Kelapa Gading),78,119,54,11,43,23,119,PM25,TIDAK SEHAT
2021-07-14,DKI2 (Kelapa Gading),56,75,51,12,50,23,75,PM25,SEDANG
2021-07-15,DKI2 (Kelapa Gading),79,111,62,11,56,26,111,PM25,TIDAK SEHAT
2021-07-16,DKI2 (Kelapa Gading),85,115,53,11,53,19,115,PM25,TIDAK SEHAT
2021-07-17,DKI2 (Kelapa Gading),74,99,55,10,58,20,99,PM25,SEDANG
2021-07-18,DKI2 (Kelapa Gading),82,114,55,11,58,17,114,PM25,TIDAK SEHAT
2021-07-19,DKI2 (Kelapa Gading),74,100,51,10,77,13,100,PM25,SEDANG
2021-07-20,DKI2 (Kelapa Gading),86,113,51,14,60,19,113,PM25,TIDAK SEHAT
2021-07-21,DKI2 (Kelapa Gading),54,72,52,9,58,13,72,PM25,SEDANG
2021-07-22,DKI2 (Kelapa Gading),60,82,53,11,54,22,82,PM25,SEDANG
2021-07-23,DKI2 (Kelapa Gading),61,,52,9,59,20,61,PM10,SEDANG
2021-07-24,DKI2 (Kelapa Gading),66,95,54,13,51,30,95,PM25,SEDANG
2021-07-25,DKI2 (Kelapa Gading),81,112,55,16,54,28,112,PM25,TIDAK SEHAT
2021-07-26,DKI2 (Kelapa Gading),79,109,54,12,46,22,109,PM25,TIDAK SEHAT
2021-07-27,DKI2 (Kelapa Gading),82,112,56,12,41,27,112,PM25,TIDAK SEHAT
2021-07-28,DKI2 (Kelapa Gading),82,113,53,13,40,28,113,PM25,TIDAK SEHAT
2021-07-29,DKI2 (Kelapa Gading),69,97,52,12,53,24,97,PM25,SEDANG
2021-07-30,DKI2 (Kelapa Gading),90,117,54,12,81,29,117,PM25,TIDAK SEHAT
2021-07-03,DKI3 (Jagakarsa),80,124,45,10,28,17,124,PM25,TIDAK SEHAT
2021-07-04,DKI3 (Jagakarsa),86,132,44,9,28,14,132,PM25,TIDAK SEHAT
2021-07-05,DKI3 (Jagakarsa),67,105,46,7,38,15,105,PM25,TIDAK SEHAT
2021-07-06,DKI3 (Jagakarsa),68,102,44,7,32,16,102,PM25,TIDAK SEHAT
2021-07-07,DKI3 (Jagakarsa),73,109,48,8,31,17,109,PM25,TIDAK SEHAT
2021-07-08,DKI3 (Jagakarsa),71,110,50,6,33,16,110,PM25,TIDAK SEHAT
2021-07-09,DKI3 (Jagakarsa),79,119,51,7,34,17,119,PM25,TIDAK SEHAT
2021-07-10,DKI3 (Jagakarsa),67,97,51,4,31,14,97,PM25,SEDANG
2021-07-11,DKI3 (Jagakarsa),60,80,47,5,21,14,80,PM25,SEDANG
2021-07-12,DKI3 (Jagakarsa),50,,47,4,14,11,50,PM10,BAIK
2021-07-13,DKI3 (Jagakarsa),62,99,50,8,25,18,99,PM25,SEDANG
2021-07-14,DKI3 (Jagakarsa),66,94,45,6,23,15,94,PM25,SEDANG
2021-07-15,DKI3 (Jagakarsa),80,126,49,9,28,23,126,PM25,TIDAK SEHAT
2021-07-16,DKI3 (Jagakarsa),84,123,49,7,29,16,123,PM25,TIDAK SEHAT
2021-07-17,DKI3 (Jagakarsa),70,102,49,5,31,14,102,PM25,TIDAK SEHAT
2021-07-18,DKI3 (Jagakarsa),79,121,49,5,33,16,121,PM25,TIDAK SEHAT
2021-07-19,DKI3 (Jagakarsa),80,122,48,4,33,17,122,PM25,TIDAK SEHAT
2021-07-20,DKI3 (Jagakarsa),77,110,45,5,25,18,110,PM25,TIDAK SEHAT
2021-07-25,DKI3 (Jagakarsa),68,102,47,6,32,17,102,PM25,TIDAK SEHAT
2021-07-26,DKI3 (Jagakarsa),69,103,49,6,28,17,103,PM25,TIDAK SEHAT
2021-07-27,DKI3 (Jagakarsa),64,96,50,11,30,15,96,PM25,SEDANG
2021-07-28,DKI3 (Jagakarsa),76,124,49,18,26,20,124,PM25,TIDAK SEHAT
2021-07-29,DKI3 (Jagakarsa),73,28,47,17,26,18,73,PM10,SEDANG
2021-07-30,DKI3 (Jagakarsa),75,29,51,14,43,21,75,PM10,SEDANG
2021-07-31,DKI3 (Jagakarsa),57,26,9,18,31,29,57,PM10,SEDANG
2021-07-01,DKI4 (Lubang Buaya),62,114,37,13,23,27,114,PM25,TIDAK SEHAT
2021-07-02,DKI4 (Lubang Buaya),59,108,40,10,18,23,108,PM25,TIDAK SEHAT
2021-07-03,DKI4 (Lubang Buaya),72,141,37,13,25,20,141,PM25,TIDAK SEHAT
2021-07-04,DKI4 (Lubang Buaya),84,161,38,14,27,22,161,PM25,TIDAK SEHAT
2021-07-05,DKI4 (Lubang Buaya),83,153,39,13,31,26,153,PM25,TIDAK SEHAT
2021-07-06,DKI4 (Lubang Buaya),58,100,38,9,31,22,100,PM25,SEDANG
2021-07-07,DKI4 (Lubang Buaya),69,130,40,12,26,26,130,PM25,TIDAK SEHAT
2021-07-08,DKI4 (Lubang Buaya),74,145,40,10,29,25,145,PM25,TIDAK SEHAT
2021-07-09,DKI4 (Lubang Buaya),87,156,42,11,30,25,156,PM25,TIDAK SEHAT
2021-07-10,DKI4 (Lubang Buaya),71,132,45,9,29,21,132,PM25,TIDAK SEHAT
2021-07-11,DKI4 (Lubang Buaya),66,119,39,10,21,17,119,PM25,TIDAK SEHAT
2021-07-13,DKI4 (Lubang Buaya),67,119,39,11,20,23,119,PM25,TIDAK SEHAT
2021-07-14,DKI4 (Lubang Buaya),57,116,39,13,20,26,116,PM25,TIDAK SEHAT
2021-07-15,DKI4 (Lubang Buaya),95,174,40,15,22,24,174,PM25,TIDAK SEHAT
2021-07-16,DKI4 (Lubang Buaya),71,138,37,11,24,29,138,PM25,TIDAK SEHAT
2021-07-17,DKI4 (Lubang Buaya),73,134,35,9,26,19,134,PM25,TIDAK SEHAT
2021-07-18,DKI4 (Lubang Buaya),75,150,37,12,32,22,150,PM25,TIDAK SEHAT
2021-07-19,DKI4 (Lubang Buaya),74,140,36,11,32,21,140,PM25,TIDAK SEHAT
2021-07-20,DKI4 (Lubang Buaya),80,147,38,13,26,21,147,PM25,TIDAK SEHAT
2021-07-21,DKI4 (Lubang Buaya),55,102,36,9,30,18,102,PM25,TIDAK SEHAT
2021-07-22,DKI4 (Lubang Buaya),57,110,39,9,28,26,110,PM25,TIDAK SEHAT
2021-07-23,DKI4 (Lubang Buaya),56,104,36,10,35,25,104,PM25,TIDAK SEHAT
2021-07-24,DKI4 (Lubang Buaya),56,104,37,12,27,25,104,PM25,TIDAK SEHAT
2021-07-25,DKI4 (Lubang Buaya),81,148,38,22,28,24,148,PM25,TIDAK SEHAT
2021-07-26,DKI4 (Lubang Buaya),68,131,39,14,24,25,131,PM25,TIDAK SEHAT
2021-07-27,DKI4 (Lubang Buaya),71,140,40,12,24,26,140,PM25,TIDAK SEHAT
2021-07-28,DKI4 (Lubang Buaya),73,145,39,14,24,27,145,PM25,TIDAK SEHAT
2021-07-29,DKI4 (Lubang Buaya),66,130,40,12,25,25,130,PM25,TIDAK SEHAT
2021-07-30,DKI4 (Lubang Buaya),83,154,39,15,37,34,154,PM25,TIDAK SEHAT
2021-07-31,DKI4 (Lubang Buaya),56,100,38,9,29,22,100,PM25,SEDANG
2021-07-01,DKI5 (Kebon Jeruk) Jakarta Barat,54,88,31,12,17,28,88,PM25,SEDANG
2021-07-02,DKI5 (Kebon Jeruk) Jakarta Barat,56,90,29,23,11,51,90,PM25,SEDANG
2021-07-03,DKI5 (Kebon Jeruk) Jakarta Barat,60,103,31,13,20,27,103,PM25,TIDAK SEHAT
2021-07-04,DKI5 (Kebon Jeruk) Jakarta Barat,73,126,32,13,26,25,126,PM25,TIDAK SEHAT
2021-07-05,DKI5 (Kebon Jeruk) Jakarta Barat,66,115,35,11,36,20,115,PM25,TIDAK SEHAT
2021-07-06,DKI5 (Kebon Jeruk) Jakarta Barat,52,80,32,8,32,23,80,PM25,SEDANG
2021-07-07,DKI5 (Kebon Jeruk) Jakarta Barat,60,101,36,10,31,23,101,PM25,TIDAK SEHAT
2021-07-08,DKI5 (Kebon Jeruk) Jakarta Barat,62,108,37,10,30,23,108,PM25,TIDAK SEHAT
2021-07-09,DKI5 (Kebon Jeruk) Jakarta Barat,65,113,40,11,34,22,113,PM25,TIDAK SEHAT
2021-07-10,DKI5 (Kebon Jeruk) Jakarta Barat,55,85,42,6,26,17,85,PM25,SEDANG
2021-07-11,DKI5 (Kebon Jeruk) Jakarta Barat,46,70,40,6,18,13,70,PM25,SEDANG
2021-07-12,DKI5 (Kebon Jeruk) Jakarta Barat,39,58,28,6,14,14,58,PM25,SEDANG
2021-07-13,DKI5 (Kebon Jeruk) Jakarta Barat,59,102,42,11,19,26,102,PM25,TIDAK SEHAT
2021-07-14,DKI5 (Kebon Jeruk) Jakarta Barat,51,82,38,9,20,26,82,PM25,SEDANG
2021-07-15,DKI5 (Kebon Jeruk) Jakarta Barat,75,129,35,14,26,26,129,PM25,TIDAK SEHAT
2021-07-16,DKI5 (Kebon Jeruk) Jakarta Barat,70,114,33,11,30,22,114,PM25,TIDAK SEHAT
2021-07-17,DKI5 (Kebon Jeruk) Jakarta Barat,57,89,32,8,32,19,89,PM25,SEDANG
2021-07-18,DKI5 (Kebon Jeruk) Jakarta Barat,67,115,33,13,34,27,115,PM25,TIDAK SEHAT
2021-07-19,DKI5 (Kebon Jeruk) Jakarta Barat,61,108,28,9,38,20,108,PM25,TIDAK SEHAT
2021-07-20,DKI5 (Kebon Jeruk) Jakarta Barat,70,112,32,14,24,21,112,PM25,TIDAK SEHAT
2021-07-21,DKI5 (Kebon Jeruk) Jakarta Barat,49,80,31,8,18,19,80,PM25,SEDANG
2021-07-22,DKI5 (Kebon Jeruk) Jakarta Barat,51,85,37,9,22,27,85,PM25,SEDANG
2021-07-23,DKI5 (Kebon Jeruk) Jakarta Barat,53,85,30,8,27,25,85,PM25,SEDANG
2021-07-24,DKI5 (Kebon Jeruk) Jakarta Barat,49,83,27,11,23,32,83,PM25,SEDANG
2021-07-25,DKI5 (Kebon Jeruk) Jakarta Barat,77,131,28,24,27,42,131,PM25,TIDAK SEHAT
2021-07-26,DKI5 (Kebon Jeruk) Jakarta Barat,66,116,29,16,24,31,116,PM25,TIDAK SEHAT
2021-07-27,DKI5 (Kebon Jeruk) Jakarta Barat,64,110,32,13,29,35,110,PM25,TIDAK SEHAT
2021-07-28,DKI5 (Kebon Jeruk) Jakarta Barat,70,130,33,17,28,45,130,PM25,TIDAK SEHAT
2021-07-29,DKI5 (Kebon Jeruk) Jakarta Barat,78,140,32,18,29,39,140,PM25,TIDAK SEHAT
2021-07-30,DKI5 (Kebon Jeruk) Jakarta Barat,75,121,37,12,50,21,121,PM25,TIDAK SEHAT
2021-07-31,DKI5 (Kebon Jeruk) Jakarta Barat,53,80,29,6,34,13,80,PM25,SEDANG
2021-08-01,DKI1 (Bunderan HI),51,68,25,8,29,22,68,PM25,SEDANG
2021-08-10,DKI1 (Bunderan HI),32,50,25,7,29,16,50,PM25,BAIK
2021-08-11,DKI1 (Bunderan HI),55,73,25,10,24,25,73,PM25,SEDANG
2021-08-30,DKI1 (Bunderan HI),79,112,27,17,39,41,112,PM25,TIDAK SEHAT
2021-08-10,DKI2 (Kelapa Gading),36,53,48,8,55,9,55,O3,SEDANG
2021-08-19,DKI2 (Kelapa Gading),72,101,55,13,26,36,101,PM25,TIDAK SEHAT
2021-08-20,DKI2 (Kelapa Gading),73,97,55,12,34,30,97,PM25,SEDANG
2021-08-21,DKI2 (Kelapa Gading),60,87,51,10,29,21,87,PM25,SEDANG
2021-08-22,DKI2 (Kelapa Gading),71,100,52,13,25,26,100,PM25,SEDANG
2021-08-23,DKI2 (Kelapa Gading),63,86,52,9,33,13,86,PM25,SEDANG
2021-08-24,DKI2 (Kelapa Gading),69,101,52,9,41,18,101,PM25,TIDAK SEHAT
2021-08-25,DKI2 (Kelapa Gading),69,98,51,11,38,24,98,PM25,SEDANG
2021-08-26,DKI2 (Kelapa Gading),61,84,51,9,26,18,84,PM25,SEDANG
2021-08-27,DKI2 (Kelapa Gading),63,90,52,10,32,21,90,PM25,SEDANG
2021-08-28,DKI2 (Kelapa Gading),76,104,51,10,41,22,104,PM25,TIDAK SEHAT
2021-08-29,DKI2 (Kelapa Gading),68,97,52,10,30,16,97,PM25,SEDANG
2021-08-30,DKI2 (Kelapa Gading),79,110,52,12,38,29,110,PM25,TIDAK SEHAT
2021-08-31,DKI2 (Kelapa Gading),74,96,51,10,48,19,96,PM25,SEDANG
2021-08-13,DKI3 (Jagakarsa),61,91,46,11,29,16,91,PM25,SEDANG
2021-08-14,DKI3 (Jagakarsa),69,102,45,14,29,16,102,PM25,TIDAK SEHAT
2021-08-19,DKI3 (Jagakarsa),68,104,45,14,27,14,104,PM25,TIDAK SEHAT
2021-08-01,DKI4 (Lubang Buaya),51,86,39,8,30,22,86,PM25,SEDANG
2021-08-02,DKI4 (Lubang Buaya),42,81,38,9,27,20,81,PM25,SEDANG
2021-08-03,DKI4 (Lubang Buaya),55,104,38,12,21,25,104,PM25,TIDAK SEHAT
2021-08-04,DKI4 (Lubang Buaya),51,87,41,7,23,20,87,PM25,SEDANG
2021-08-05,DKI4 (Lubang Buaya),53,90,38,8,21,19,90,PM25,SEDANG
2021-08-06,DKI4 (Lubang Buaya),59,105,37,16,13,21,105,PM25,TIDAK SEHAT
2021-08-07,DKI4 (Lubang Buaya),59,101,38,8,19,18,101,PM25,TIDAK SEHAT
2021-08-08,DKI4 (Lubang Buaya),54,92,40,7,21,17,92,PM25,SEDANG
2021-08-09,DKI4 (Lubang Buaya),48,82,40,6,26,16,82,PM25,SEDANG
2021-08-10,DKI4 (Lubang Buaya),35,68,38,6,30,19,68,PM25,SEDANG
2021-08-11,DKI4 (Lubang Buaya),56,102,39,11,27,23,102,PM25,TIDAK SEHAT
2021-08-12,DKI4 (Lubang Buaya),57,104,40,8,21,20,104,PM25,TIDAK SEHAT
2021-08-13,DKI4 (Lubang Buaya),55,101,40,11,19,25,101,PM25,TIDAK SEHAT
2021-08-14,DKI4 (Lubang Buaya),58,98,41,9,21,21,98,PM25,SEDANG
2021-08-15,DKI4 (Lubang Buaya),63,114,39,11,15,21,114,PM25,TIDAK SEHAT
2021-08-16,DKI4 (Lubang Buaya),55,100,41,8,17,21,100,PM25,SEDANG
2021-08-17,DKI4 (Lubang Buaya),59,103,41,8,24,20,103,PM25,TIDAK SEHAT
2021-08-18,DKI4 (Lubang Buaya),58,97,38,9,30,20,97,PM25,SEDANG
2021-08-19,DKI4 (Lubang Buaya),67,119,42,13,28,28,119,PM25,TIDAK SEHAT
2021-08-20,DKI4 (Lubang Buaya),64,106,40,11,28,23,106,PM25,TIDAK SEHAT
2021-08-21,DKI4 (Lubang Buaya),50,85,39,8,25,21,85,PM25,SEDANG
2021-08-22,DKI4 (Lubang Buaya),74,134,43,14,22,29,134,PM25,TIDAK SEHAT
2021-08-23,DKI4 (Lubang Buaya),63,106,40,10,24,20,106,PM25,TIDAK SEHAT
2021-08-24,DKI4 (Lubang Buaya),61,110,42,11,26,24,110,PM25,TIDAK SEHAT
2021-08-25,DKI4 (Lubang Buaya),62,106,42,9,26,28,106,PM25,TIDAK SEHAT
2021-08-26,DKI4 (Lubang Buaya),53,91,40,7,28,19,91,PM25,SEDANG
2021-08-27,DKI4 (Lubang Buaya),58,105,39,10,28,22,105,PM25,TIDAK SEHAT
2021-08-28,DKI4 (Lubang Buaya),65,123,38,10,36,23,123,PM25,TIDAK SEHAT
2021-08-29,DKI4 (Lubang Buaya),66,122,39,12,28,25,122,PM25,TIDAK SEHAT
2021-08-30,DKI4 (Lubang Buaya),76,140,41,16,30,31,140,PM25,TIDAK SEHAT
2021-08-31,DKI4 (Lubang Buaya),61,109,41,10,32,26,109,PM25,TIDAK SEHAT
2021-08-11,DKI5 (Kebon Jeruk) Jakarta Barat,54,92,29,11,25,25,92,PM25,SEDANG
2021-08-12,DKI5 (Kebon Jeruk) Jakarta Barat,54,78,32,7,27,18,78,PM25,SEDANG
2021-08-13,DKI5 (Kebon Jeruk) Jakarta Barat,61,100,33,11,21,32,100,PM25,SEDANG
2021-08-14,DKI5 (Kebon Jeruk) Jakarta Barat,73,116,38,14,26,40,116,PM25,TIDAK SEHAT
2021-08-19,DKI5 (Kebon Jeruk) Jakarta Barat,63,106,38,13,26,33,106,PM25,TIDAK SEHAT
2021-08-28,DKI5 (Kebon Jeruk) Jakarta Barat,63,100,31,8,44,12,100,PM25,SEDANG
2021-08-29,DKI5 (Kebon Jeruk) Jakarta Barat,67,111,32,10,36,13,111,PM25,TIDAK SEHAT
2021-08-30,DKI5 (Kebon Jeruk) Jakarta Barat,83,126,35,16,32,29,126,PM25,TIDAK SEHAT
2021-08-31,DKI5 (Kebon Jeruk) Jakarta Barat,60,92,30,7,32,14,92,PM25,SEDANG
2021-09-14,DKI1 (Bunderan HI),31,42,24,8,20,19,42,PM25,BAIK
2021-09-30,DKI1 (Bunderan HI),63,94,27,13,38,37,94,PM25,SEDANG
2021-09-01,DKI2 (Kelapa Gading),79,102,55,14,30,29,102,PM25,TIDAK SEHAT
2021-09-13,DKI2 (Kelapa Gading),56,71,52,9,27,14,71,PM25,SEDANG
2021-09-14,DKI2 (Kelapa Gading),36,47,50,8,47,15,50,SO2,BAIK
2021-09-26,DKI2 (Kelapa Gading),56,74,,7,54,6,74,PM25,SEDANG
2021-09-27,DKI2 (Kelapa Gading),53,77,,11,47,17,77,PM25,SEDANG
2021-09-28,DKI2 (Kelapa Gading),49,71,,8,49,13,71,PM25,SEDANG
2021-09-29,DKI2 (Kelapa Gading),54,81,57,10,63,16,81,PM25,SEDANG
2021-09-30,DKI2 (Kelapa Gading),71,105,63,12,63,24,105,PM25,TIDAK SEHAT
2021-09-05,DKI3 (Jagakarsa),61,93,46,11,36,14,93,PM25,SEDANG
2021-09-06,DKI3 (Jagakarsa),73,108,48,13,29,15,108,PM25,TIDAK SEHAT
2021-09-07,DKI3 (Jagakarsa),60,84,48,11,26,15,84,PM25,SEDANG
2021-09-08,DKI3 (Jagakarsa),60,82,48,12,29,15,82,PM25,SEDANG
2021-09-09,DKI3 (Jagakarsa),48,61,46,9,31,12,61,PM25,SEDANG
2021-09-10,DKI3 (Jagakarsa),49,71,49,9,36,15,71,PM25,SEDANG
2021-09-11,DKI3 (Jagakarsa),61,89,50,10,43,16,89,PM25,SEDANG
2021-09-12,DKI3 (Jagakarsa),55,78,47,9,30,13,78,PM25,SEDANG
2021-09-13,DKI3 (Jagakarsa),51,65,47,8,26,11,65,PM25,SEDANG
2021-09-14,DKI3 (Jagakarsa),32,51,46,7,21,11,51,PM25,SEDANG
2021-09-15,DKI3 (Jagakarsa),53,81,50,17,24,22,81,PM25,SEDANG
2021-09-28,DKI3 (Jagakarsa),46,,49,10,32,13,49,SO2,BAIK
2021-09-29,DKI3 (Jagakarsa),61,26,49,13,31,22,61,PM10,SEDANG
2021-09-30,DKI3 (Jagakarsa),67,27,49,16,40,19,67,PM10,SEDANG
2021-09-01,DKI4 (Lubang Buaya),68,118,40,16,26,27,118,PM25,TIDAK SEHAT
