tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical,categori
2021-03-17,DKI4 (Lubang Buaya),0.6235294117647059,0.6688311688311689,0.6349206349206349,0.8571428571428571,0.58,0.2941176470588235,123,PM25,TIDAK SEHAT
2021-03-18,DKI4 (Lubang Buaya),0.6235294117647059,0.6818181818181819,0.6666666666666665,0.6666666666666666,0.58,0.5294117647058824,125,PM25,TIDAK SEHAT
2021-03-19,DKI4 (Lubang Buaya),0.4941176470588235,0.461038961038961,0.6190476190476191,0.47619047619047616,0.6799999999999999,0.32352941176470584,91,PM25,SEDANG
2021-03-07,DKI5 (Kebon Jeruk) Jakarta Barat,0.5176470588235293,0.538961038961039,0.42857142857142855,0.7619047619047619,0.28,0.6470588235294117,103,PM25,TIDAK SEHAT
2021-03-11,DKI5 (Kebon Jeruk) Jakarta Barat,0.4823529411764706,0.13636363636363638,0.2698412698412698,0.14285714285714285,0.28,0.11764705882352941,41,PM25,BAIK
2021-03-17,DKI5 (Kebon Jeruk) Jakarta Barat,0.588235294117647,0.6298701298701299,0.4444444444444444,0.7142857142857143,0.4,0.8235294117647058,117,PM25,TIDAK SEHAT
2021-03-18,DKI5 (Kebon Jeruk) Jakarta Barat,0.5529411764705883,0.564935064935065,0.5873015873015872,0.4285714285714285,0.52,0.38235294117647056,107,PM25,TIDAK SEHAT
2021-04-01,DKI1 (Bunderan HI),0.1294117647058824,0.14285714285714288,0.30158730158730157,0.4285714285714285,0.1,0.4411764705882353,42,PM25,BAIK
2021-04-02,DKI1 (Bunderan HI),0.3058823529411765,0.22077922077922077,0.38095238095238093,0.4285714285714285,0.18000000000000002,0.4411764705882353,54,PM25,SEDANG
2021-04-03,DKI1 (Bunderan HI),0.11764705882352944,0.14285714285714288,0.2698412698412698,0.2857142857142857,0.19999999999999998,0.5294117647058824,42,PM25,BAIK
2021-04-04,DKI1 (Bunderan HI),0.4941176470588235,0.37662337662337664,0.2857142857142857,0.9999999999999999,0.12000000000000002,0.8529411764705882,78,PM25,SEDANG
2021-04-07,DKI1 (Bunderan HI),0.1764705882352941,0.17532467532467536,0.3492063492063492,0.4285714285714285,0.1,0.4411764705882353,47,PM25,BAIK
2021-04-01,DKI2 (Kelapa Gading),0.08235294117647057,0.1168831168831169,0.3968253968253968,0.3333333333333333,0.7,0.17647058823529413,43,O3,BAIK
2021-04-02,DKI2 (Kelapa Gading),0.2823529411764706,0.24025974025974026,0.49206349206349204,0.4285714285714285,0.6799999999999999,0.2647058823529411,57,PM25,SEDANG
2021-04-03,DKI2 (Kelapa Gading),0.09411764705882353,0.20129870129870128,0.4761904761904761,0.3333333333333333,0.9800000000000001,0.17647058823529413,57,O3,SEDANG
2021-04-07,DKI2 (Kelapa Gading),0.1764705882352941,0.20779220779220778,0.4761904761904761,0.3333333333333333,0.7,0.11764705882352941,52,PM25,SEDANG
2021-04-19,DKI2 (Kelapa Gading),0.4823529411764706,0.564935064935065,0.7777777777777777,0.4285714285714285,0.66,0.5294117647058824,107,PM25,TIDAK SEHAT
2021-04-20,DKI2 (Kelapa Gading),0.5764705882352941,0.48051948051948057,0.7777777777777777,0.4285714285714285,0.9400000000000001,0.4117647058823529,94,PM25,SEDANG
2021-04-21,DKI2 (Kelapa Gading),0.7176470588235293,0.525974025974026,0.8412698412698412,0.6666666666666666,0.84,0.5294117647058824,101,PM25,TIDAK SEHAT
2021-04-25,DKI2 (Kelapa Gading),0.6941176470588235,0.525974025974026,0.8253968253968254,0.619047619047619,0.9999999999999999,0.47058823529411764,101,PM25,TIDAK SEHAT
2021-04-05,DKI3 (Jagakarsa),0.5411764705882354,0.42207792207792205,0.42857142857142855,0.4285714285714285,0.4,0.38235294117647056,85,PM25,SEDANG
2021-04-06,DKI3 (Jagakarsa),0.23529411764705882,0.20129870129870128,0.4603174603174603,0.047619047619047616,0.52,0.02941176470588236,51,PM25,SEDANG
2021-04-07,DKI3 (Jagakarsa),0.11764705882352944,0.09740259740259741,0.38095238095238093,0.047619047619047616,0.4,0.0,35,PM25,BAIK
2021-04-08,DKI3 (Jagakarsa),0.18823529411764706,0.20779220779220778,0.3968253968253968,0.14285714285714285,0.4,0.08823529411764705,52,PM25,SEDANG
2021-04-09,DKI3 (Jagakarsa),0.4705882352941177,0.36363636363636365,0.36507936507936506,0.2857142857142857,0.4,0.17647058823529413,76,PM25,SEDANG
2021-04-10,DKI3 (Jagakarsa),0.5764705882352941,0.525974025974026,0.3492063492063492,0.6666666666666666,0.4,0.4117647058823529,101,PM25,TIDAK SEHAT
2021-04-11,DKI3 (Jagakarsa),0.5529411764705883,0.44805194805194803,0.3492063492063492,0.5714285714285714,0.4,0.5,89,PM25,SEDANG
2021-04-12,DKI3 (Jagakarsa),0.4823529411764706,0.31818181818181823,0.38095238095238093,0.619047619047619,0.4,0.3529411764705882,69,PM25,SEDANG
2021-04-27,DKI3 (Jagakarsa),0.5764705882352941,0.5454545454545454,0.15873015873015872,0.3333333333333333,0.52,0.3529411764705882,104,PM25,TIDAK SEHAT
2021-04-28,DKI3 (Jagakarsa),0.4235294117647059,0.38961038961038963,0.12698412698412698,0.3333333333333333,0.48,0.3529411764705882,80,PM25,SEDANG
2021-04-29,DKI3 (Jagakarsa),0.2823529411764706,0.019480519480519487,0.1111111111111111,0.47619047619047616,0.36,0.38235294117647056,39,PM10,BAIK
2021-04-30,DKI3 (Jagakarsa),0.4588235294117647,0.019480519480519487,0.14285714285714285,0.38095238095238093,0.4,0.4117647058823529,54,PM10,SEDANG
2021-04-01,DKI4 (Lubang Buaya),0.08235294117647057,0.1883116883116883,0.603174603174603,0.23809523809523808,0.19999999999999998,0.2352941176470588,49,PM25,BAIK
2021-04-02,DKI4 (Lubang Buaya),0.25882352941176473,0.2727272727272727,0.6507936507936507,0.4285714285714285,0.19999999999999998,0.2352941176470588,62,PM25,SEDANG
2021-04-03,DKI4 (Lubang Buaya),0.2823529411764706,0.30519480519480524,0.6190476190476191,0.3333333333333333,0.28,0.2941176470588235,67,PM25,SEDANG
2021-04-05,DKI4 (Lubang Buaya),0.4352941176470589,0.38961038961038963,0.6349206349206349,0.5714285714285714,0.30000000000000004,0.3529411764705882,80,PM25,SEDANG
2021-04-06,DKI4 (Lubang Buaya),0.1764705882352941,0.1948051948051948,0.6349206349206349,0.19047619047619047,0.13999999999999999,0.17647058823529413,50,PM25,BAIK
2021-04-07,DKI4 (Lubang Buaya),0.08235294117647057,0.1168831168831169,0.6190476190476191,0.14285714285714285,0.16,0.11764705882352941,42,SO2,BAIK
2021-04-11,DKI4 (Lubang Buaya),0.6000000000000001,0.5714285714285714,0.6984126984126984,0.7619047619047619,0.54,0.588235294117647,108,PM25,TIDAK SEHAT
2021-04-12,DKI4 (Lubang Buaya),0.4941176470588235,0.4675324675324676,0.6349206349206349,0.7619047619047619,0.38,0.38235294117647056,92,PM25,SEDANG
2021-04-17,DKI4 (Lubang Buaya),0.5647058823529412,0.577922077922078,0.6349206349206349,0.8571428571428571,0.38,0.4411764705882353,109,PM25,TIDAK SEHAT
2021-04-18,DKI4 (Lubang Buaya),0.4941176470588235,0.4025974025974026,0.6190476190476191,0.6666666666666666,0.4,0.3529411764705882,82,PM25,SEDANG
2021-04-19,DKI4 (Lubang Buaya),0.5058823529411764,0.48051948051948057,0.6825396825396826,0.47619047619047616,0.4,0.4411764705882353,94,PM25,SEDANG
2021-04-20,DKI4 (Lubang Buaya),0.4823529411764706,0.4545454545454546,0.6666666666666665,0.38095238095238093,0.52,0.38235294117647056,90,PM25,SEDANG
2021-04-21,DKI4 (Lubang Buaya),0.5764705882352941,0.538961038961039,0.6349206349206349,0.6666666666666666,0.38,0.38235294117647056,103,PM25,TIDAK SEHAT
2021-04-22,DKI4 (Lubang Buaya),0.5294117647058822,0.512987012987013,0.6666666666666665,0.38095238095238093,0.52,0.38235294117647056,99,PM25,SEDANG
2021-04-23,DKI4 (Lubang Buaya),0.611764705882353,0.5974025974025974,0.25396825396825395,0.5238095238095238,0.45999999999999996,0.588235294117647,112,PM25,TIDAK SEHAT
2021-04-24,DKI4 (Lubang Buaya),0.588235294117647,0.5064935064935064,0.4761904761904761,0.5238095238095238,0.45999999999999996,0.47058823529411764,98,PM25,SEDANG
2021-04-25,DKI4 (Lubang Buaya),0.6823529411764706,0.6233766233766234,0.5396825396825395,0.7142857142857143,0.24000000000000002,0.38235294117647056,116,PM25,TIDAK SEHAT
2021-04-26,DKI4 (Lubang Buaya),0.5764705882352941,0.6298701298701299,0.5396825396825395,0.4285714285714285,0.28,0.2941176470588235,117,PM25,TIDAK SEHAT
2021-04-27,DKI4 (Lubang Buaya),0.7058823529411764,0.7662337662337663,0.5555555555555556,0.4285714285714285,0.38,0.2647058823529411,138,PM25,TIDAK SEHAT
2021-04-28,DKI4 (Lubang Buaya),0.4705882352941177,0.48051948051948057,0.5396825396825395,0.3333333333333333,0.4,0.38235294117647056,94,PM25,SEDANG
2021-04-29,DKI4 (Lubang Buaya),0.4235294117647059,0.37662337662337664,0.5396825396825395,0.47619047619047616,0.30000000000000004,0.4411764705882353,78,PM25,SEDANG
2021-04-30,DKI4 (Lubang Buaya),0.4941176470588235,0.42207792207792205,0.5238095238095237,0.4285714285714285,0.36,0.38235294117647056,85,PM25,SEDANG
2021-04-01,DKI5 (Kebon Jeruk) Jakarta Barat,0.0,0.09090909090909091,0.3333333333333333,0.047619047619047616,0.16,0.0,34,PM25,BAIK
2021-04-02,DKI5 (Kebon Jeruk) Jakarta Barat,0.23529411764705882,0.24675324675324675,0.5555555555555556,0.23809523809523808,0.22,0.3529411764705882,58,PM25,SEDANG
2021-04-03,DKI5 (Kebon Jeruk) Jakarta Barat,0.07058823529411767,0.17532467532467536,0.2698412698412698,0.19047619047619047,0.28,0.2352941176470588,47,PM25,BAIK
2021-04-05,DKI5 (Kebon Jeruk) Jakarta Barat,0.37647058823529417,0.36363636363636365,0.3333333333333333,0.47619047619047616,0.28,0.7058823529411764,76,PM25,SEDANG
2021-04-06,DKI5 (Kebon Jeruk) Jakarta Barat,0.1764705882352941,0.22077922077922077,0.4444444444444444,0.09523809523809523,0.19999999999999998,0.05882352941176469,54,PM25,SEDANG
2021-04-07,DKI5 (Kebon Jeruk) Jakarta Barat,0.11764705882352944,0.14285714285714288,0.42857142857142855,0.09523809523809523,0.18000000000000002,0.05882352941176469,42,PM25,BAIK
2021-04-08,DKI5 (Kebon Jeruk) Jakarta Barat,0.2,0.22727272727272727,0.7619047619047619,0.14285714285714285,0.12000000000000002,0.2352941176470588,55,PM25,SEDANG
2021-04-09,DKI5 (Kebon Jeruk) Jakarta Barat,0.4352941176470589,0.3701298701298701,0.49206349206349204,0.23809523809523808,0.19999999999999998,0.5,77,PM25,SEDANG
2021-04-17,DKI5 (Kebon Jeruk) Jakarta Barat,0.611764705882353,0.6363636363636364,0.4126984126984127,0.6666666666666666,0.4,0.7941176470588235,118,PM25,TIDAK SEHAT
2021-04-18,DKI5 (Kebon Jeruk) Jakarta Barat,0.4705882352941177,0.474025974025974,0.4126984126984127,0.4285714285714285,0.48,0.3529411764705882,93,PM25,SEDANG
2021-04-19,DKI5 (Kebon Jeruk) Jakarta Barat,0.5529411764705883,0.5714285714285714,0.4603174603174603,0.5238095238095238,0.48,0.4411764705882353,108,PM25,TIDAK SEHAT
2021-04-20,DKI5 (Kebon Jeruk) Jakarta Barat,0.4235294117647059,0.4415584415584416,0.4603174603174603,0.3333333333333333,0.4,0.47058823529411764,88,PM25,SEDANG
2021-04-21,DKI5 (Kebon Jeruk) Jakarta Barat,0.5529411764705883,0.551948051948052,0.3492063492063492,0.619047619047619,0.33999999999999997,0.6176470588235293,105,PM25,TIDAK SEHAT
2021-04-22,DKI5 (Kebon Jeruk) Jakarta Barat,0.4823529411764706,0.49350649350649345,0.36507936507936506,0.3333333333333333,0.62,0.38235294117647056,96,PM25,SEDANG
2021-04-23,DKI5 (Kebon Jeruk) Jakarta Barat,0.6000000000000001,0.5909090909090909,0.36507936507936506,0.47619047619047616,0.5,0.5294117647058824,111,PM25,TIDAK SEHAT
2021-04-24,DKI5 (Kebon Jeruk) Jakarta Barat,0.5294117647058822,0.512987012987013,0.4126984126984127,0.47619047619047616,0.58,0.588235294117647,99,PM25,SEDANG
2021-05-13,DKI1 (Bunderan HI),0.6470588235294117,0.5844155844155844,0.3333333333333333,0.5714285714285714,0.31999999999999995,0.47058823529411764,110,PM25,TIDAK SEHAT
2021-05-14,DKI1 (Bunderan HI),0.4352941176470589,0.33766233766233766,0.3333333333333333,0.2857142857142857,0.33999999999999997,0.2941176470588235,72,PM25,SEDANG
2021-05-23,DKI1 (Bunderan HI),0.5294117647058822,0.461038961038961,0.3333333333333333,0.9047619047619048,0.38,0.9705882352941175,91,PM25,SEDANG
2021-05-24,DKI1 (Bunderan HI),0.6941176470588235,0.5714285714285714,0.30158730158730157,0.8571428571428571,0.30000000000000004,1.0,108,PM25,TIDAK SEHAT
2021-05-13,DKI2 (Kelapa Gading),0.776470588235294,0.5974025974025974,0.73015873015873,0.5238095238095238,0.7999999999999999,0.14705882352941177,112,PM25,TIDAK SEHAT
2021-05-14,DKI2 (Kelapa Gading),0.4823529411764706,0.3246753246753247,0.7619047619047619,0.3333333333333333,0.88,0.4117647058823529,70,PM25,SEDANG
2021-05-15,DKI2 (Kelapa Gading),0.4588235294117647,0.30519480519480524,0.8095238095238095,0.38095238095238093,0.64,0.4117647058823529,67,PM25,SEDANG
2021-05-16,DKI2 (Kelapa Gading),0.4352941176470589,0.4285714285714286,0.746031746031746,0.3333333333333333,0.88,0.4117647058823529,52,PM10,SEDANG
2021-05-01,DKI3 (Jagakarsa),0.6000000000000001,0.5324675324675324,0.15873015873015872,0.619047619047619,0.4,0.47058823529411764,102,PM25,TIDAK SEHAT
2021-05-02,DKI3 (Jagakarsa),0.4705882352941177,0.3701298701298701,0.15873015873015872,0.5238095238095238,0.4,0.38235294117647056,77,PM25,SEDANG
2021-05-03,DKI3 (Jagakarsa),0.4705882352941177,0.40909090909090906,0.14285714285714285,0.3333333333333333,0.33999999999999997,0.3529411764705882,83,PM25,SEDANG
2021-05-04,DKI3 (Jagakarsa),0.588235294117647,0.5714285714285714,0.15873015873015872,0.7619047619047619,0.4,0.4411764705882353,108,PM25,TIDAK SEHAT
2021-05-05,DKI3 (Jagakarsa),0.5411764705882354,0.5324675324675324,0.31746031746031744,0.5238095238095238,0.54,0.47058823529411764,102,PM25,TIDAK SEHAT
2021-05-24,DKI3 (Jagakarsa),0.7176470588235293,0.5974025974025974,0.6666666666666665,0.5238095238095238,0.4,0.38235294117647056,112,PM25,TIDAK SEHAT
2021-05-28,DKI3 (Jagakarsa),0.5529411764705883,0.4285714285714286,0.7142857142857142,0.2857142857142857,0.4,0.3529411764705882,86,PM25,SEDANG
2021-05-29,DKI3 (Jagakarsa),0.5058823529411764,0.019480519480519487,0.6666666666666665,0.2857142857142857,0.22,0.3529411764705882,58,PM10,SEDANG
2021-05-30,DKI3 (Jagakarsa),0.34117647058823525,0.025974025974025955,0.6666666666666665,0.3333333333333333,0.4,0.2941176470588235,45,SO2,BAIK
2021-05-31,DKI3 (Jagakarsa),0.4941176470588235,0.006493506493506496,0.09523809523809523,0.8571428571428571,0.4,0.9705882352941175,57,PM10,SEDANG
2021-05-04,DKI4 (Lubang Buaya),0.6941176470588235,0.6038961038961039,0.603174603174603,0.619047619047619,0.18000000000000002,0.2647058823529411,113,PM25,TIDAK SEHAT
2021-05-05,DKI4 (Lubang Buaya),0.6823529411764706,0.6298701298701299,0.5555555555555556,0.8571428571428571,0.26,0.5,117,PM25,TIDAK SEHAT
2021-05-11,DKI4 (Lubang Buaya),0.588235294117647,0.5324675324675324,0.5555555555555556,0.2857142857142857,0.45999999999999996,0.2058823529411765,102,PM25,TIDAK SEHAT
2021-05-12,DKI4 (Lubang Buaya),0.611764705882353,0.551948051948052,0.5396825396825395,0.3333333333333333,0.38,0.2058823529411765,105,PM25,TIDAK SEHAT
2021-05-13,DKI4 (Lubang Buaya),0.7058823529411764,0.5974025974025974,0.5238095238095237,0.5238095238095238,0.31999999999999995,0.2647058823529411,112,PM25,TIDAK SEHAT
2021-05-20,DKI4 (Lubang Buaya),0.5294117647058822,0.538961038961039,0.5238095238095237,0.3333333333333333,0.41999999999999993,0.4411764705882353,103,PM25,TIDAK SEHAT
2021-05-21,DKI4 (Lubang Buaya),0.4705882352941177,0.487012987012987,0.5396825396825395,0.3333333333333333,0.38,0.47058823529411764,95,PM25,SEDANG
2021-05-22,DKI4 (Lubang Buaya),0.4470588235294118,0.42207792207792205,0.4603174603174603,0.4285714285714285,0.5599999999999999,0.5294117647058824,85,PM25,SEDANG
2021-05-25,DKI4 (Lubang Buaya),0.31764705882352945,0.3116883116883117,0.73015873015873,0.23809523809523808,0.58,0.5294117647058824,68,PM25,SEDANG
2021-05-26,DKI4 (Lubang Buaya),0.4705882352941177,0.474025974025974,0.5555555555555556,0.3333333333333333,0.4,0.47058823529411764,93,PM25,SEDANG
2021-05-12,DKI5 (Kebon Jeruk) Jakarta Barat,0.411764705882353,0.40909090909090906,0.38095238095238093,0.2857142857142857,0.5599999999999999,0.17647058823529413,83,PM25,SEDANG
2021-05-13,DKI5 (Kebon Jeruk) Jakarta Barat,0.588235294117647,0.6168831168831169,0.3492063492063492,0.5714285714285714,0.45999999999999996,0.2647058823529411,115,PM25,TIDAK SEHAT
2021-05-22,DKI5 (Kebon Jeruk) Jakarta Barat,0.4352941176470589,0.4545454545454546,0.2857142857142857,0.5714285714285714,0.43999999999999995,0.5,90,PM25,SEDANG
2021-05-24,DKI5 (Kebon Jeruk) Jakarta Barat,0.5764705882352941,0.5714285714285714,0.3492063492063492,0.7142857142857143,0.43999999999999995,0.6176470588235293,108,PM25,TIDAK SEHAT
2021-05-25,DKI5 (Kebon Jeruk) Jakarta Barat,0.34117647058823525,0.3246753246753247,0.3333333333333333,0.3333333333333333,0.43999999999999995,0.5294117647058824,70,PM25,SEDANG
2021-06-09,DKI1 (Bunderan HI),0.5058823529411764,0.3701298701298701,0.3333333333333333,0.5714285714285714,0.30000000000000004,0.8823529411764706,77,PM25,SEDANG
2021-06-21,DKI1 (Bunderan HI),0.4352941176470589,0.2857142857142857,0.3333333333333333,0.6666666666666666,0.19999999999999998,0.7941176470588235,64,PM25,SEDANG
2021-06-22,DKI1 (Bunderan HI),0.34117647058823525,0.24675324675324675,0.38095238095238093,0.619047619047619,0.16,0.8235294117647058,58,PM25,SEDANG
2021-06-20,DKI2 (Kelapa Gading),0.776470588235294,0.5714285714285714,0.9999999999999998,0.7619047619047619,0.72,0.9117647058823528,108,PM25,TIDAK SEHAT
2021-06-21,DKI2 (Kelapa Gading),0.5529411764705883,0.3571428571428572,0.8253968253968254,0.5714285714285714,0.72,0.7058823529411764,75,PM25,SEDANG
2021-06-29,DKI2 (Kelapa Gading),0.7058823529411764,0.5324675324675324,0.7777777777777777,0.47619047619047616,0.86,0.4117647058823529,102,PM25,TIDAK SEHAT
2021-06-30,DKI2 (Kelapa Gading),0.7529411764705882,0.551948051948052,0.857142857142857,0.5714285714285714,0.9400000000000001,0.7058823529411764,105,PM25,TIDAK SEHAT
2021-06-01,DKI3 (Jagakarsa),0.6823529411764706,0.551948051948052,0.6349206349206349,0.47619047619047616,0.4,0.5294117647058824,105,PM25,TIDAK SEHAT
2021-06-15,DKI3 (Jagakarsa),0.6823529411764706,0.6103896103896104,0.7777777777777777,0.3333333333333333,0.31999999999999995,0.5,114,PM25,TIDAK SEHAT
2021-06-16,DKI3 (Jagakarsa),0.5647058823529412,0.44805194805194803,0.7619047619047619,0.38095238095238093,0.26,0.38235294117647056,89,PM25,SEDANG
2021-06-20,DKI3 (Jagakarsa),0.7647058823529411,0.5909090909090909,0.7777777777777777,0.23809523809523808,0.31999999999999995,0.7352941176470588,111,PM25,TIDAK SEHAT
2021-06-24,DKI3 (Jagakarsa),0.6352941176470588,0.5584415584415584,0.7619047619047619,0.3333333333333333,0.36,0.4411764705882353,106,PM25,TIDAK SEHAT
2021-06-25,DKI3 (Jagakarsa),0.8235294117647058,0.6948051948051949,0.7619047619047619,0.4285714285714285,0.38,0.5294117647058824,127,PM25,TIDAK SEHAT
2021-06-26,DKI3 (Jagakarsa),0.5058823529411764,0.38961038961038963,0.7619047619047619,0.14285714285714285,0.33999999999999997,0.32352941176470584,80,PM25,SEDANG
2021-06-27,DKI3 (Jagakarsa),0.6705882352941177,0.5844155844155844,0.746031746031746,0.3333333333333333,0.41999999999999993,0.32352941176470584,110,PM25,TIDAK SEHAT
2021-06-01,DKI4 (Lubang Buaya),0.588235294117647,0.551948051948052,0.603174603174603,0.4285714285714285,0.5599999999999999,0.7647058823529411,105,PM25,TIDAK SEHAT
2021-06-02,DKI4 (Lubang Buaya),0.5647058823529412,0.5194805194805194,0.603174603174603,0.4285714285714285,0.5599999999999999,0.5,100,PM25,SEDANG
2021-06-08,DKI4 (Lubang Buaya),0.5529411764705883,0.538961038961039,0.6507936507936507,0.4285714285714285,0.43999999999999995,0.7352941176470588,103,PM25,TIDAK SEHAT
2021-06-09,DKI4 (Lubang Buaya),0.6235294117647059,0.5714285714285714,0.6349206349206349,0.4285714285714285,0.38,0.7058823529411764,108,PM25,TIDAK SEHAT
2021-06-10,DKI4 (Lubang Buaya),0.6235294117647059,0.5714285714285714,0.5396825396825395,0.3333333333333333,0.48,0.7058823529411764,108,PM25,TIDAK SEHAT
2021-06-11,DKI4 (Lubang Buaya),0.5764705882352941,0.512987012987013,0.5396825396825395,0.3333333333333333,0.54,0.6470588235294117,99,PM25,SEDANG
2021-06-12,DKI4 (Lubang Buaya),0.4705882352941177,0.474025974025974,0.38095238095238093,0.5238095238095238,0.43999999999999995,0.588235294117647,93,PM25,SEDANG
2021-06-13,DKI4 (Lubang Buaya),0.39999999999999997,0.38961038961038963,0.5238095238095237,0.47619047619047616,0.48,0.5588235294117647,80,PM25,SEDANG
2021-06-14,DKI4 (Lubang Buaya),0.5647058823529412,0.538961038961039,0.5079365079365079,0.5238095238095238,0.4,0.5,103,PM25,TIDAK SEHAT
2021-06-15,DKI4 (Lubang Buaya),0.611764705882353,0.5909090909090909,0.6190476190476191,0.5238095238095238,0.28,0.6176470588235293,111,PM25,TIDAK SEHAT
2021-06-16,DKI4 (Lubang Buaya),0.5529411764705883,0.4415584415584416,0.5079365079365079,0.8571428571428571,0.22,0.5294117647058824,88,PM25,SEDANG
2021-06-18,DKI4 (Lubang Buaya),0.611764705882353,0.5324675324675324,0.5555555555555556,0.8095238095238094,0.19999999999999998,0.588235294117647,102,PM25,TIDAK SEHAT
2021-06-19,DKI4 (Lubang Buaya),0.4823529411764706,0.5324675324675324,0.4444444444444444,0.8095238095238094,0.13999999999999999,0.7941176470588235,102,PM25,TIDAK SEHAT
2021-06-20,DKI4 (Lubang Buaya),0.6941176470588235,0.7792207792207793,0.5238095238095237,0.9523809523809522,0.24000000000000002,0.6470588235294117,140,PM25,TIDAK SEHAT
2021-06-21,DKI4 (Lubang Buaya),0.4235294117647059,0.4545454545454546,0.4126984126984127,0.5714285714285714,0.22,0.5,90,PM25,SEDANG
2021-06-22,DKI4 (Lubang Buaya),0.37647058823529417,0.4155844155844156,0.4761904761904761,0.6666666666666666,0.26,0.5294117647058824,84,PM25,SEDANG
2021-06-23,DKI4 (Lubang Buaya),0.5058823529411764,0.564935064935065,0.5555555555555556,0.5714285714285714,0.30000000000000004,0.6176470588235293,107,PM25,TIDAK SEHAT
2021-06-24,DKI4 (Lubang Buaya),0.6000000000000001,0.6428571428571429,0.5396825396825395,0.619047619047619,0.16,0.676470588235294,119,PM25,TIDAK SEHAT
2021-06-25,DKI4 (Lubang Buaya),0.7882352941176471,0.8246753246753247,0.5714285714285714,0.7619047619047619,0.24000000000000002,0.588235294117647,147,PM25,TIDAK SEHAT
2021-06-26,DKI4 (Lubang Buaya),0.611764705882353,0.6363636363636364,0.5238095238095237,0.38095238095238093,0.36,0.4117647058823529,118,PM25,TIDAK SEHAT
2021-06-27,DKI4 (Lubang Buaya),0.6705882352941177,0.7402597402597403,0.49206349206349204,0.7619047619047619,0.41999999999999993,0.5294117647058824,134,PM25,TIDAK SEHAT
2021-06-28,DKI4 (Lubang Buaya),0.5294117647058822,0.6298701298701299,0.5238095238095237,0.7619047619047619,0.43999999999999995,0.5294117647058824,117,PM25,TIDAK SEHAT
2021-06-29,DKI4 (Lubang Buaya),0.588235294117647,0.6753246753246753,0.49206349206349204,0.5238095238095238,0.38,0.5,124,PM25,TIDAK SEHAT
2021-06-30,DKI4 (Lubang Buaya),0.588235294117647,0.6818181818181819,0.5238095238095237,0.5714285714285714,0.26,0.7352941176470588,125,PM25,TIDAK SEHAT
2021-06-01,DKI5 (Kebon Jeruk) Jakarta Barat,0.4941176470588235,0.5064935064935064,0.38095238095238093,0.47619047619047616,0.36,0.5294117647058824,98,PM25,SEDANG
2021-06-10,DKI5 (Kebon Jeruk) Jakarta Barat,0.5411764705882354,0.5714285714285714,0.3333333333333333,0.7619047619047619,0.28,0.8823529411764706,108,PM25,TIDAK SEHAT
2021-06-11,DKI5 (Kebon Jeruk) Jakarta Barat,0.4470588235294118,0.43506493506493504,0.30158730158730157,0.38095238095238093,0.41999999999999993,0.6176470588235293,87,PM25,SEDANG
2021-06-21,DKI5 (Kebon Jeruk) Jakarta Barat,0.411764705882353,0.3116883116883117,0.31746031746031744,0.6666666666666666,0.07999999999999999,0.9117647058823528,68,PM25,SEDANG
2021-06-22,DKI5 (Kebon Jeruk) Jakarta Barat,0.23529411764705882,0.30519480519480524,0.3968253968253968,0.5238095238095238,0.1,0.9117647058823528,67,PM25,SEDANG
2021-06-23,DKI5 (Kebon Jeruk) Jakarta Barat,0.5058823529411764,0.538961038961039,0.36507936507936506,0.5714285714285714,0.30000000000000004,0.7058823529411764,103,PM25,TIDAK SEHAT
2021-06-26,DKI5 (Kebon Jeruk) Jakarta Barat,0.35294117647058826,0.3246753246753247,0.5714285714285714,0.2857142857142857,0.16,0.5294117647058824,70,PM25,SEDANG
2021-06-28,DKI5 (Kebon Jeruk) Jakarta Barat,0.5176470588235293,0.512987012987013,0.3492063492063492,0.7142857142857143,0.26,0.7647058823529411,99,PM25,SEDANG
2021-06-30,DKI5 (Kebon Jeruk) Jakarta Barat,0.5764705882352941,0.5584415584415584,0.3968253968253968,0.6666666666666666,0.12000000000000002,0.8529411764705882,106,PM25,TIDAK SEHAT
2021-07-04,DKI1 (Bunderan HI),0.6235294117647059,0.5324675324675324,0.38095238095238093,0.4285714285714285,0.38,0.5294117647058824,102,PM25,TIDAK SEHAT
2021-07-05,DKI1 (Bunderan HI),0.6588235294117648,0.5584415584415584,0.3968253968253968,0.47619047619047616,0.52,0.6176470588235293,106,PM25,TIDAK SEHAT
2021-07-06,DKI1 (Bunderan HI),0.4823529411764706,0.35064935064935066,0.36507936507936506,0.3333333333333333,0.41999999999999993,0.7352941176470588,74,PM25,SEDANG
2021-07-07,DKI1 (Bunderan HI),0.5764705882352941,0.4285714285714286,0.49206349206349204,0.38095238095238093,0.28,0.676470588235294,86,PM25,SEDANG
2021-07-08,DKI1 (Bunderan HI),0.6235294117647059,0.48051948051948057,0.4603174603174603,0.38095238095238093,0.36,0.6470588235294117,94,PM25,SEDANG
2021-07-09,DKI1 (Bunderan HI),0.6470588235294117,0.525974025974026,0.4761904761904761,0.3333333333333333,0.4,0.6176470588235293,101,PM25,TIDAK SEHAT
2021-07-10,DKI1 (Bunderan HI),0.5764705882352941,0.40909090909090906,0.5079365079365079,0.23809523809523808,0.31999999999999995,0.5588235294117647,83,PM25,SEDANG
